CountyFIPS,CountyName,x_coor,y_coor,COPD_AdjPrev,pm25_2019_annual_mean,CSMOKING_AdjPrev,OBESITY_AdjPrev
8029,Delta,-107.8629832,38.86152219,6.6,3.79162477087718,19.4,29.7
8031,Denver,-104.876586,39.76029518,4.2,8.109708341659081,13.2,22.2
8035,Douglas,-104.9287982,39.32963177,3.4,5.829154190180239,9.8,21.4
8041,El Paso,-104.5254283,38.83236112,4.7,5.0252638956204665,14.2,24.6
8045,Garfield,-107.903937,39.59926674,4.9,3.509692306799812,14.5,24.0
8069,Larimer,-105.4614279,40.66652488,4.5,6.014013679292714,13.9,24.3
8077,Mesa,-108.4669015,39.0181822,5.6,5.045109114202316,17.9,28.9
8103,Rio Blanco,-108.2171135,39.9797518,5.7,7.913203301512574,17.3,26.2
8123,Weld,-104.3928271,40.55493613,4.8,9.127763179742631,14.8,28.2
9001,Fairfield,-73.38942182,41.27166724,4.1,7.554617947468453,10.9,24.4
9003,Hartford,-72.73276698,41.80653444,4.7,6.851782167480127,13.2,30.3
9005,Litchfield,-73.24529195,41.79234069,5.0,4.644570754429826,14.0,28.0
9009,New Haven,-72.93263656,41.41052748,5.1,7.305003974994382,15.0,32.3
9011,New London,-72.10184166,41.48674009,5.3,6.116635019635913,13.6,30.8
10001,Kent,-75.56840742,39.08669553,7.8,7.0444952283174445,18.9,41.2
10003,New Castle,-75.64792264,39.58183211,6.2,7.264928459406496,15.4,33.0
10005,Sussex,-75.38998541,38.66089894,7.3,7.1925231288465366,17.5,35.3
11001,District of Columbia,-77.01629978,38.90472697,4.7,8.365584302070017,14.2,27.5
12001,Alachua,-82.35809321,29.67494731,7.3,6.357100214052264,16.1,32.4
12011,Broward,-80.48727073,26.15211451,6.0,7.045737724117672,14.9,30.8
12031,Duval,-81.6706332,30.33209992,7.5,8.39907554378419,19.0,33.5
12071,Lee,-81.83497865,26.57745177,6.9,6.922325920815623,17.2,30.1
12086,Miami-Dade,-80.56142803,25.61427046,5.4,7.245024283758298,13.6,29.9
12095,Orange,-81.32288958,28.51418401,6.2,6.636158576839217,15.3,33.5
12099,Palm Beach,-80.46525488,26.64769528,6.3,6.784502658077725,14.9,26.9
12103,Pinellas,-82.72165973,27.9201576,7.4,6.905792035844357,18.9,29.8
12105,Polk,-81.69731123,27.94877779,8.1,7.3272540627996605,18.4,36.6
12115,Sarasota,-82.33145633,27.18438631,6.6,6.443729012880442,17.2,27.3
12117,Seminole,-81.23554604,28.71737531,5.9,6.458926114938967,13.5,28.5
12127,Volusia,-81.18199975,29.05881989,7.7,7.0401719244044045,20.8,29.1
13021,Bibb,-83.6976276,32.80641586,8.0,8.101542086832,22.5,38.7
13051,Chatham,-81.13314122,32.00369869,6.5,8.425753630300731,18.1,33.1
13059,Clarke,-83.36691008,33.95063302,7.5,9.111552064507078,18.8,36.3
13089,DeKalb,-84.22680801,33.77156134,5.7,8.986087847067703,14.7,32.7
13095,Dougherty,-84.21651198,31.53336898,8.7,10.268844955770405,23.3,38.5
13135,Gwinnett,-84.02434695,33.96154951,5.5,10.2259196447325,14.9,32.0
13139,Hall,-83.81954094,34.31657346,6.8,8.825804743329938,18.0,33.8
13153,Houston,-83.66627547,32.45932111,6.6,9.67294092431439,17.9,34.9
13245,Richmond,-82.07417198,33.35966539,8.1,10.143636017417926,21.5,39.0
13295,Walker,-85.30124895,34.7358293,8.7,8.862837773644177,23.4,32.2
15001,Hawaii,-155.5211676,19.60123506,5.1,2.317155739079004,17.6,25.2
15003,Honolulu,-157.9757097,21.46040143,3.9,3.079890488474613,13.6,25.4
15007,Kauai,-159.5990309,22.04243492,4.3,3.015081667419691,14.7,24.9
15009,Maui,-156.5668021,20.86248204,4.4,3.888722003519765,15.5,23.9
16053,Jerome,-114.2645038,42.68992076,6.6,3.9753914733292985,17.7,30.9
17019,Champaign,-88.19939639,40.14009306,6.1,7.979107615439161,16.0,36.1
17031,Cook,-87.81688021,41.83995114,5.2,9.584024356437451,14.6,29.2
17065,Hamilton,-88.53881219,38.08154333,7.2,8.271080585028386,20.3,35.5
17083,Jersey,-90.35672109,39.08568063,6.6,8.068047235752552,19.2,35.2
17113,McLean,-88.84759624,40.49078887,5.8,9.071736817068226,15.9,34.1
17115,Macon,-88.96170117,39.86003285,7.2,9.573765920417603,20.5,38.1
17143,Peoria,-89.7600207,40.78823251,6.5,8.113374014128794,17.7,39.3
17161,Rock Island,-90.5679268,41.46722963,6.4,8.628024182660232,18.7,34.8
17167,Sangamon,-89.65866519,39.75825624,6.3,8.236138182481222,17.5,35.9
17197,Will,-87.97842332,41.44492484,5.2,9.338670192349658,14.2,32.7
17201,Winnebago,-89.16091989,42.33635569,6.8,10.298083436989852,18.3,38.0
18003,Allen,-85.06660354,41.09113181,7.3,8.95308407367375,19.5,38.0
18005,Bartholomew,-85.89759541,39.20600189,6.9,6.982870094303465,19.2,36.0
18039,Elkhart,-85.85876445,41.59769459,7.8,8.23491520828393,19.8,35.8
18057,Hamilton,-86.05178886,40.07241804,4.7,8.306652271112611,12.5,26.3
18067,Howard,-86.11663764,40.48355419,8.1,7.326182754309529,21.9,36.9
18089,Lake,-87.3818402,41.41492641,7.1,9.109282045777872,20.6,38.1
18095,Madison,-85.7195642,40.16144939,9.0,8.485231870279613,24.4,39.8
18097,Marion,-86.1385378,39.78178178,7.4,11.013693443296004,18.7,33.7
18105,Monroe,-86.52317588,39.16111024,7.5,7.222679126466903,18.7,31.7
18127,Porter,-87.06742642,41.46088039,6.7,8.328158167455742,18.0,36.3
18141,St. Joseph,-86.28991252,41.61670681,7.4,8.307968597745031,19.8,38.8
18157,Tippecanoe,-86.8940701,40.38870976,7.2,8.771673114473163,17.7,33.0
18163,Vanderburgh,-87.58610192,38.02515742,8.1,7.747293402286458,21.9,35.6
18167,Vigo,-87.38970625,39.4307138,8.6,9.17855060394734,23.0,37.6
19103,Johnson,-91.58796281,41.67183878,4.9,8.750394852266135,14.6,29.0
19113,Linn,-91.5980766,42.07941108,5.2,7.451018186258488,15.7,35.0
19153,Polk,-93.57370726,41.68553392,5.3,7.0258436535186215,17.4,35.3
19163,Scott,-90.62325526,41.63679024,5.4,8.738504884399012,18.0,34.4
20133,Neosho,-95.30672792,37.55860468,7.2,8.284909785188262,20.2,39.6
20173,Sedgwick,-97.46095427,37.68442503,5.8,6.352794223120329,17.1,38.4
20177,Shawnee,-95.75666321,39.04169175,5.8,8.640020806808515,17.0,38.7
20195,Trego,-99.87284398,38.91467257,6.0,5.411404344839704,17.6,35.1
21019,Boyd,-82.68776504,38.35910742,9.7,7.219594613936384,24.9,42.5
21037,Campbell,-84.37932773,38.94630957,7.6,7.602174780619135,20.8,36.0
21059,Daviess,-87.08744955,37.73187289,8.7,8.140763518545821,23.4,37.4
21067,Fayette,-84.45890155,38.04230868,7.3,7.683911867788679,17.3,33.7
21111,Jefferson,-85.65919338,38.18741222,8.0,9.413711426407655,22.2,33.5
21145,McCracken,-88.71223176,37.05376481,8.7,8.947050869079652,22.5,36.0
21193,Perry,-83.2219807,37.24445266,12.1,7.4097468879725294,29.4,40.6
21195,Pike,-82.39558895,37.46890079,12.2,6.660708862435307,28.7,41.5
22033,East Baton Rouge,-91.09544506,30.53796299,6.2,8.291557162506777,19.0,36.1
23001,Androscoggin,-70.20649966,44.16534024,7.9,5.249306604541557,19.8,32.1
23003,Aroostook,-68.59877955,46.65915242,9.3,5.021789589058792,22.3,37.8
23005,Cumberland,-70.39766427,43.84725185,6.0,9.333119131275216,14.1,25.3
23009,Hancock,-68.357386,44.66319243,7.1,3.381137876462184,17.9,31.7
23017,Oxford,-70.7565429,44.49971257,8.6,4.391053525028861,21.5,33.5
23019,Penobscot,-68.64941505,45.40052436,8.2,4.294068777186983,20.3,34.7
24005,Baltimore,-76.63630004,39.46016214,5.6,7.477135098732977,15.6,32.9
24015,Cecil,-75.94121594,39.57055891,6.8,6.450799624087668,19.4,36.7
24019,Dorchester,-76.02231392,38.47259454,7.4,6.000173271825311,19.7,36.5
24023,Garrett,-79.27360338,39.52849421,7.6,5.602995610676171,20.7,35.0
24025,Harford,-76.31579304,39.556735,5.6,7.081389861573176,15.8,34.4
24027,Howard,-76.92980175,39.25029975,3.8,7.515934084984428,9.6,25.5
24029,Kent,-76.04020535,39.25430407,6.5,5.989630949166938,17.0,34.6
24031,Montgomery,-77.20400631,39.13648547,3.9,6.151173510466989,9.0,24.5
24033,Prince George's,-76.84742203,38.82928412,4.7,7.255443325667151,13.2,37.2
24043,Washington,-77.81390203,39.60346255,7.4,6.9893137533058685,18.3,39.0
24510,Baltimore City,-76.61069576,39.30110111,7.0,8.5395102482059,20.7,37.5
25003,Berkshire,-73.2062492,42.37078092,6.0,6.6503055712734085,17.8,25.8
25005,Bristol,-71.11504264,41.79803256,6.5,6.7524905333537255,17.8,31.5
25009,Essex,-70.95143839,42.67227508,4.9,6.103580912729059,13.8,26.4
25011,Franklin,-72.59165983,42.58320767,5.8,6.601814595007454,16.3,28.3
25013,Hampden,-72.63159621,42.13523414,6.1,6.202910029550887,17.9,30.0
25015,Hampshire,-72.66333253,42.34035126,5.4,5.545875273600319,14.2,25.1
25017,Middlesex,-71.3917076,42.48568337,4.2,6.95973215008617,11.6,22.6
25023,Plymouth,-70.81251252,41.95163366,5.3,6.780624082947491,16.1,27.1
25025,Suffolk,-71.07098815,42.33360243,4.9,7.708166177695189,13.1,25.0
25027,Worcester,-71.90779452,42.3514196,5.3,8.266834484518405,14.8,31.4
26049,Genesee,-83.70611048,43.02181142,8.6,7.346129365574773,22.9,40.2
26091,Lenawee,-84.06608352,41.89513655,7.6,8.51409894537159,20.4,39.5
26113,Missaukee,-85.09478767,44.33772273,8.8,5.7504579358027,22.9,38.1
26153,Schoolcraft,-86.19985663,46.19666733,9.1,4.23462780981958,24.9,39.1
26163,Wayne,-83.28239727,42.28152332,8.4,11.298173307581006,22.0,40.1
27003,Anoka,-93.24718505,45.27311706,4.6,6.71724693141862,16.6,35.0
27005,Becker,-95.67423147,46.93480042,5.7,5.186223299695648,19.6,34.1
27007,Beltrami,-94.93773575,47.97351099,6.4,6.017945851532505,21.5,35.3
27017,Carlton,-92.67718507,46.59234267,5.6,3.167367086347063,20.4,31.0
27021,Cass,-94.32553974,46.94944011,6.1,4.207234186548615,22.1,33.7
27031,Cook,-90.5308828,47.90288841,4.9,4.4005223720606175,16.2,31.3
27035,Crow Wing,-94.07065652,46.48262624,5.6,4.358798894542349,20.7,31.5
27037,Dakota,-93.06578379,44.67221111,3.9,6.936914167525316,14.1,30.6
27053,Hennepin,-93.47676098,45.00455358,4.0,7.905996572477952,12.7,25.2
27075,Lake,-91.44608986,47.64114871,5.1,4.292565324347997,18.1,32.3
27083,Lyon,-95.83916416,44.41338267,5.6,5.936951611525887,19.1,34.9
27109,Olmsted,-92.40209709,44.00380772,4.2,7.637523596522516,13.7,29.8
27123,Ramsey,-93.10005754,45.01735829,4.8,7.686455984616948,15.3,30.9
27137,St. Louis,-92.47083636,47.60315057,5.6,5.458136365012104,19.5,34.3
27139,Scott,-93.53599395,44.64866826,4.1,6.845559354929827,13.7,29.2
27145,Stearns,-94.61299203,45.55212021,5.3,5.592374940655279,17.8,34.3
27171,Wright,-93.96289806,45.17382265,4.5,5.546454036814129,15.6,29.5
28011,Bolivar,-90.8802994,33.79526508,9.0,8.5532205826915,22.4,46.1
28033,DeSoto,-89.99137922,34.87557805,5.9,7.7220832454667985,17.3,37.8
28035,Forrest,-89.25794407,31.18899065,7.7,8.368138644230962,19.6,44.1
28045,Hancock,-89.48853302,30.41593954,7.4,7.092815857459992,20.2,34.5
28047,Harrison,-89.11481018,30.51042193,7.2,8.699362058000236,20.8,40.3
28049,Hinds,-90.44323685,32.26689259,6.7,9.092482389335776,18.4,42.4
28059,Jackson,-88.63579973,30.54102224,6.6,8.14433635922288,18.9,38.6
29021,Buchanan,-94.8061907,39.65990479,8.5,8.3264928315608,23.8,35.5
29037,Cass,-94.35490172,38.64715476,7.0,6.312835081775586,19.8,35.8
29039,Cedar,-93.85646752,37.72367684,9.7,7.510083122410247,25.8,38.7
29047,Clay,-94.42119039,39.31041306,6.2,6.217529987079609,18.4,33.6
29077,Greene,-93.34190192,37.25758981,7.8,7.222841246298244,20.1,33.7
29095,Jackson,-94.34611311,39.0085879,7.3,7.99684152582925,21.8,37.0
29099,Jefferson,-90.53735223,38.2604074,7.3,6.588818636350775,22.5,31.6
29189,St. Louis,-90.44378217,38.64018926,5.9,9.127194166143484,16.7,31.2
29510,St. Louis City,-90.24550527,38.63486546,7.4,9.143640012358,19.8,36.3
30027,Fergus,-109.2239505,47.2634977,6.3,3.846467153604386,18.4,31.2
30029,Flathead,-114.0498116,48.29638793,5.8,6.707373288942633,17.2,28.3
30031,Gallatin,-111.1706687,45.54099278,4.8,0.9294384498741516,12.4,22.9
30049,Lewis and Clark,-112.3914368,47.12500178,5.2,5.110446492889093,16.2,27.5
30053,Lincoln,-115.404551,48.54368709,7.3,11.435550014959194,20.1,33.7
30063,Missoula,-113.923884,47.036676,5.4,7.861043561184287,16.2,26.4
30071,Phillips,-107.9131206,48.25917745,6.9,4.093659877942189,21.2,31.6
30075,Powder River,-105.6301516,45.3949949,6.2,5.379280624218823,18.5,29.7
30081,Ravalli,-114.1198628,46.08182393,6.2,4.659151948379433,18.7,28.9
30083,Richland,-104.5613147,47.78659364,5.5,4.557388310338954,16.5,34.5
30087,Rosebud,-106.7311046,46.23004715,7.3,4.354418526333151,23.0,35.2
30093,Silver Bow,-112.6565342,45.90246998,6.7,5.311504445479667,20.1,33.3
31055,Douglas,-96.15443141,41.2953645,5.1,6.813121696937628,15.9,33.0
31153,Sarpy,-96.11062145,41.11290981,4.2,7.844073273991314,13.2,36.5
32003,Clark,-115.0144894,36.21511684,6.4,5.6540142587505535,16.5,30.1
32005,Douglas,-119.6165,38.91199608,5.8,3.876666685067826,16.2,31.3
32031,Washoe,-119.6642183,40.66589089,5.9,4.676484667629929,15.6,30.2
32510,Carson City,-119.747306,39.15109487,6.6,4.514171486951298,17.4,31.2
33005,Cheshire,-72.25111371,42.91955278,6.1,4.837435570362207,17.6,30.3
33009,Grafton,-71.8207105,43.94056642,5.9,4.90834603282057,16.3,27.2
33011,Hillsborough,-71.71586918,42.91527242,5.5,3.053085595431577,15.4,32.2
33015,Rockingham,-71.12518801,42.98765666,4.9,5.074396242807864,14.3,27.4
35001,Bernalillo,-106.6703911,35.05138426,4.6,5.863458852639328,14.8,28.6
35013,Do̱a Ana,-106.83294,32.35257958,5.4,6.199159461313954,15.4,34.7
35025,Lea,-103.4124554,32.79215164,5.7,7.59024471329863,16.9,36.3
35049,Santa Fe,-105.9761323,35.50672925,4.2,2.9132651765794826,11.9,24.9
35055,Taos,-105.6328165,36.57742322,4.8,4.967355476719511,13.9,28.4
36001,Albany,-73.97332113,42.600427,6.0,7.066196238742397,15.2,30.4
36005,Bronx,-73.86461334,40.84907748,6.5,7.97687246196329,16.5,33.7
36055,Monroe,-77.69599602,43.1468316,6.3,5.8390313119957,17.6,31.8
36067,Onondaga,-76.19444014,43.00606255,6.7,6.132599835224295,17.3,32.3
36081,Queens,-73.81964281,40.70273253,5.2,5.925318851300105,12.4,25.1
36101,Steuben,-77.3834658,42.26791517,8.0,5.568788395130986,21.2,32.9
37021,Buncombe,-82.53007992,35.61129365,6.5,6.11752890230669,17.1,27.8
37035,Catawba,-81.2147025,35.66283091,7.2,8.095707845483874,20.4,35.7
37051,Cumberland,-78.82754625,35.04866146,7.0,7.366756743860394,19.5,35.2
37057,Davidson,-80.2121018,35.7930752,8.1,8.87391331271431,22.3,37.7
37063,Durham,-78.8761148,36.03607005,5.6,7.860359566839353,15.2,34.4
37067,Forsyth,-80.25613695,36.13054272,6.6,8.484979718320359,17.9,36.9
37081,Guilford,-79.78836384,36.07945683,6.5,6.913599336713678,18.7,34.5
37101,Johnston,-78.36552402,35.51765445,6.9,8.127603755490204,19.3,34.2
37119,Mecklenburg,-80.83297087,35.24659756,5.4,9.043266928904863,14.9,28.7
37121,Mitchell,-82.16401588,36.01419337,7.9,5.653108509091415,21.2,34.4
37123,Montgomery,-79.90605494,35.33263767,8.0,7.893084299894172,21.3,36.4
37129,New Hanover,-77.88464664,34.23007033,6.4,3.907111695912042,16.9,31.7
37173,Swain,-83.49224385,35.4865292,9.7,7.215969616168946,26.3,36.4
37183,Wake,-78.6501583,35.78984671,4.9,8.386560924670862,12.6,28.4
38007,Billings,-103.3763335,47.02375299,5.3,3.462843218347409,17.4,35.5
38013,Burke,-102.5181759,48.79096757,5.4,3.467555548132499,17.7,38.4
38015,Burleigh,-100.4689041,46.9773157,4.9,5.399615898028021,16.5,32.3
38017,Cass,-97.24816959,46.93296298,4.8,6.476057600446271,16.1,34.3
38025,Dunn,-102.6183206,47.35656161,5.4,4.189677766069717,17.7,37.6
38053,McKenzie,-103.3951585,47.74022229,5.7,3.6089484525158406,18.5,39.4
38057,Mercer,-101.8317529,47.30920369,5.4,4.85478361078415,18.3,35.4
38065,Oliver,-101.3405865,47.11563119,5.4,4.591849006803003,17.8,37.0
38101,Ward,-101.5417829,48.22167868,5.1,4.516728191318655,17.5,38.3
38105,Williams,-103.4802138,48.34371888,5.2,4.0968225420503295,18.2,37.5
39003,Allen,-84.10584177,40.77151716,8.6,7.036977397521256,22.8,39.3
39023,Clark,-83.78368849,39.91677415,9.2,10.437434904772458,24.9,40.8
39035,Cuyahoga,-81.65867044,41.42422325,7.6,9.971966947483915,21.5,36.7
39049,Franklin,-83.00908894,39.96951326,7.1,9.926053646963258,20.3,35.9
39061,Hamilton,-84.54361939,39.19531437,7.3,10.304123992336535,20.0,33.7
39093,Lorain,-82.15123577,41.29549443,8.0,7.050069925753255,21.6,39.0
39103,Medina,-81.89971893,41.11785433,6.7,8.280189958130002,18.3,33.4
39113,Montgomery,-84.29075993,39.754224,8.5,9.737551896847693,21.8,36.5
39135,Preble,-84.6480868,39.74192142,8.3,8.74708012456319,23.4,38.0
39151,Stark,-81.36602255,40.81390768,8.3,10.246613463972798,22.9,36.1
39153,Summit,-81.53209882,41.12595087,7.7,8.978222887076193,21.3,34.4
39155,Trumbull,-80.76110029,41.31742009,9.4,6.851649633480581,26.8,37.1
40019,Carter,-97.28584888,34.25091784,8.1,7.238828171530673,20.9,35.7
40027,Cleveland,-97.32664303,35.20324547,6.6,9.442732389728878,16.6,36.2
40031,Comanche,-98.47166663,34.66208218,7.7,7.679837109931959,19.5,42.2
40043,Dewey,-99.00766669,35.98763184,8.0,7.438832711672386,20.1,37.8
40071,Kay,-97.14387914,36.81788867,8.4,7.407969141985669,21.9,35.9
40105,Nowata,-95.61735938,36.79844596,9.2,8.381615140138212,24.2,38.7
40109,Oklahoma,-97.40723482,35.55148919,6.9,8.868559811678267,16.5,34.0
40121,Pittsburg,-95.74824454,34.92390038,9.0,8.435826455087964,24.0,34.8
40143,Tulsa,-95.94155109,36.12112949,7.0,8.40793300399554,17.4,35.1
41025,Harney,-118.9677897,43.06365771,6.5,9.79051179112168,18.9,31.0
41035,Klamath,-121.6499348,42.68605125,6.9,10.019533631243387,18.7,32.0
42003,Allegheny,-79.98137478,40.46843446,5.7,11.719324287326389,18.1,28.7
42005,Armstrong,-79.46483523,40.81266076,7.6,7.754159706806237,23.8,35.6
42011,Berks,-75.92593182,40.41620491,6.3,8.900799125331726,19.3,34.4
42013,Blair,-78.34874767,40.48095838,7.4,8.723239685000568,23.3,36.3
42015,Bradford,-76.5155355,41.78878218,7.6,6.765366731683582,23.2,37.1
42021,Cambria,-78.71394848,40.49490752,7.3,8.705365890102636,21.9,35.4
42027,Centre,-77.82022034,40.91921963,6.3,9.210214221301444,19.0,32.1
42029,Chester,-75.74859201,39.97322063,4.7,8.635807510650517,13.7,29.3
42041,Cumberland,-77.26461285,40.16391414,5.7,10.895298922873708,17.5,34.5
42043,Dauphin,-76.7794554,40.41530324,6.3,8.656264199883541,18.9,35.3
42045,Delaware,-75.39897723,39.91679306,5.6,8.740258085425484,17.2,32.1
42049,Erie,-80.03273245,41.99279739,7.2,6.963647376629798,21.5,35.1
42051,Fayette,-79.64701158,39.91968229,8.2,7.19656100622485,24.2,38.5
42059,Greene,-80.22274948,39.85394525,7.6,6.499899656421741,23.9,37.3
42071,Lancaster,-76.24778521,40.04245265,6.4,9.752214909395748,20.0,31.3
42075,Lebanon,-76.45765604,40.36714015,6.7,8.899663901839999,21.4,35.0
42077,Lehigh,-75.59180626,40.61253349,5.8,7.978657257135742,17.6,37.4
42085,Mercer,-80.25774325,41.30227757,7.3,7.435146219238142,22.0,33.7
42091,Montgomery,-75.36761309,40.21095586,4.7,7.60390510683162,14.9,29.6
42095,Northampton,-75.30739222,40.75413608,5.7,8.481711784482604,18.0,32.6
42101,Philadelphia,-75.13256583,40.00836724,6.9,8.252598691726453,20.2,32.9
42115,Susquehanna,-75.80090451,41.82127676,7.4,6.080361018445239,22.4,35.5
42117,Tioga,-77.2544632,41.77267919,7.6,5.382635238807147,23.8,36.2
42125,Washington,-80.24824279,40.18926386,6.4,7.452107408546333,19.2,34.8
42129,Westmoreland,-79.4669164,40.31061339,6.3,7.069189489011939,20.5,35.5
42133,York,-76.72591149,39.91959501,6.5,8.612054862041038,19.3,34.4
44003,Kent,-71.5904465,41.6726697,6.8,3.960536875180762,16.5,29.6
44007,Providence,-71.57868695,41.87149381,6.8,6.542307090274285,16.6,32.8
44009,Washington,-71.62325886,41.46927958,5.9,3.983235104372672,16.0,25.6
45045,Greenville,-82.37084163,34.89405968,5.9,8.291823569138376,15.0,33.1
45073,Oconee,-83.06567535,34.75329728,7.5,6.301065583848784,20.2,31.6
45091,York,-81.18445016,34.97472183,6.0,7.875850878643336,15.6,36.8
46011,Brookings,-96.79063125,44.36983513,4.6,4.216511847037038,14.3,31.9
46029,Codington,-97.18867337,44.97797207,5.5,6.353365675387415,18.6,34.6
46033,Custer,-103.4519856,43.67743395,5.3,2.688363149181669,18.0,31.0
46065,Hughes,-99.99601768,44.38908798,5.0,3.3199285439943007,17.2,30.3
46071,Jackson,-101.6284063,43.69431049,10.0,3.7058735476049134,30.1,38.2
46099,Minnehaha,-96.79138309,43.67420454,4.8,3.940747376890663,15.7,34.5
46103,Pennington,-102.824028,44.00366541,5.3,5.999314192479633,18.9,29.3
46127,Union,-96.65606669,42.83254918,4.7,5.871898052542969,15.8,31.8
47009,Blount,-83.92474231,35.68738201,8.3,6.607932580255613,22.5,36.9
47045,Dyer,-89.41389153,36.0590027,9.7,6.722361746268784,24.4,38.9
47099,Lawrence,-87.3957987,35.21733122,10.4,6.842797916817019,26.0,39.2
47105,Loudon,-84.31098142,35.73487427,7.9,6.894754703153494,20.9,36.7
47107,McMinn,-84.61678131,35.42505427,10.0,7.433988291298073,26.6,37.4
47113,Madison,-88.83862319,35.60804464,8.5,7.093501064153238,21.2,40.4
47119,Maury,-87.07665337,35.61777983,7.8,6.051774590970541,20.9,33.1
47125,Montgomery,-87.38312934,36.49670228,7.5,6.80903818737112,19.3,37.8
47141,Putnam,-85.49623184,36.14083252,9.1,6.292146127553285,23.0,37.4
47145,Roane,-84.52238106,35.84834737,8.9,7.104920583658003,23.8,35.0
47157,Shelby,-89.89536865,35.18405863,7.9,8.719926756352368,19.7,37.6
47163,Sullivan,-82.30442254,36.51293749,9.4,7.081374602647529,23.1,36.2
47165,Sumner,-86.45987461,36.46976889,7.4,6.764957764915488,19.5,33.6
