FIPS,county_name,gdp_per_capita
49053,"Washington, UT",51717
49055,"Wayne, UT",52725
49057,"Weber, UT",52944
50001,"Addison, VT",61845
50003,"Bennington, VT",61831
50005,"Caledonia, VT",51588
50007,"Chittenden, VT",72056
50009,"Essex, VT",46338
50011,"Franklin, VT",55889
50013,"Grand Isle, VT",71124
50015,"Lamoille, VT",64487
50017,"Orange, VT",56388
50019,"Orleans, VT",53594
50021,"Rutland, VT",59243
50023,"Washington, VT",70251
50025,"Windham, VT",56438
50027,"Windsor, VT",68330
51001,"Accomack, VA",54927
51007,"Amelia, VA",54041
51009,"Amherst, VA",44920
51011,"Appomattox, VA",45929
51013,"Arlington, VA",116839
51017,"Bath, VA",73729
51019,"Bedford, VA*",54784
51021,"Bland, VA",43948
51023,"Botetourt, VA",59862
51025,"Brunswick, VA",42244
51027,"Buchanan, VA",45961
51029,"Buckingham, VA",39790
51033,"Caroline, VA",51532
51036,"Charles City, VA",58960
51037,"Charlotte, VA",46695
51041,"Chesterfield, VA",62929
51043,"Clarke, VA",77039
51045,"Craig, VA",47694
51047,"Culpeper, VA",56882
51049,"Cumberland, VA",47153
51051,"Dickenson, VA",42298
51057,"Essex, VA",53040
51061,"Fauquier, VA",81846
51063,"Floyd, VA",49173
51065,"Fluvanna, VA",53579
51067,"Franklin, VA",52622
51071,"Giles, VA",49698
51073,"Gloucester, VA",57358
51075,"Goochland, VA",118638
51077,"Grayson, VA",39385
51079,"Greene, VA",52456
51083,"Halifax, VA",45294
51085,"Hanover, VA",72798
51087,"Henrico, VA",73857
51091,"Highland, VA",52434
51093,"Isle of Wight, VA",64169
51097,"King and Queen, VA",56061
51099,"King George, VA",62783
51101,"King William, VA",54865
51103,"Lancaster, VA",76974
51105,"Lee, VA",39652
51107,"Loudoun, VA",96039
51109,"Louisa, VA",51411
51111,"Lunenburg, VA",39328
51113,"Madison, VA",57118
51115,"Mathews, VA",68291
51117,"Mecklenburg, VA",46675
51119,"Middlesex, VA",62216
51125,"Nelson, VA",63841
51127,"New Kent, VA",115233
51131,"Northampton, VA",66139
51133,"Northumberland, VA",61493
51135,"Nottoway, VA",45144
51137,"Orange, VA",59889
51139,"Page, VA",49053
51141,"Patrick, VA",40750
51145,"Powhatan, VA",68246
51147,"Prince Edward, VA",40153
51155,"Pulaski, VA",48493
51157,"Rappahannock, VA",83989
51159,"Richmond, VA",43096
51167,"Russell, VA",41678
51169,"Scott, VA",41603
51171,"Shenandoah, VA",55528
51173,"Smyth, VA",45285
51179,"Stafford, VA",63818
51181,"Surry, VA",53368
51183,"Sussex, VA",38155
51185,"Tazewell, VA",45644
51187,"Warren, VA",55957
51193,"Westmoreland, VA",50727
51197,"Wythe, VA",44919
51510,"Alexandria (Independent City), VA",108556
51550,"Chesapeake (Independent City), VA",58710
51650,"Hampton (Independent City), VA",48962
51700,"Newport News (Independent City), VA",47815
51710,"Norfolk (Independent City), VA",47988
51740,"Portsmouth (Independent City), VA",46238
51760,"Richmond (Independent City), VA",72510
51770,"Roanoke (Independent City), VA",52651
51800,"Suffolk (Independent City), VA",61380
51810,"Virginia Beach (Independent City), VA",67721
51901,"Albemarle + Charlottesville, VA*",95588
51903,"Alleghany + Covington, VA*",46336
51907,"Augusta, Staunton + Waynesboro, VA*",53712
51911,"Campbell + Lynchburg, VA*",46141
51913,"Carroll + Galax, VA*",45391
51918,"Dinwiddie, Colonial Heights + Petersburg, VA*",47068
51919,"Fairfax, Fairfax City + Falls Church, VA*",102447
51921,"Frederick + Winchester, VA*",61221
51923,"Greensville + Emporia, VA*",40032
51929,"Henry + Martinsville, VA*",47021
51931,"James City + Williamsburg, VA*",75579
51933,"Montgomery + Radford, VA*",45983
51939,"Pittsylvania + Danville, VA*",45618
51941,"Prince George + Hopewell, VA*",40458
51942,"Prince William, Manassas + Manassas Park, VA*",64363
51944,"Roanoke + Salem, VA*",59516
51945,"Rockbridge, Buena Vista + Lexington, VA*",47878
51947,"Rockingham + Harrisonburg, VA*",51008
51949,"Southampton + Franklin, VA*",50536
51951,"Spotsylvania + Fredericksburg, VA*",61378
51953,"Washington + Bristol, VA*",48525
51955,"Wise + Norton, VA*",42244
51958,"York + Poquoson, VA*",68183
53001,"Adams, WA",51773
53003,"Asotin, WA",53953
53005,"Benton, WA",54507
53007,"Chelan, WA",64246
53009,"Clallam, WA",55781
53011,"Clark, WA",65697
53013,"Columbia, WA",60187
53015,"Cowlitz, WA",55226
53017,"Douglas, WA",49773
53019,"Ferry, WA",44975
53021,"Franklin, WA",46794
53023,"Garfield, WA",59290
53025,"Grant, WA",49434
53027,"Grays Harbor, WA",46977
53029,"Island, WA",65520
53031,"Jefferson, WA",63918
53033,"King, WA",114289
53035,"Kitsap, WA",68702
53037,"Kittitas, WA",53545
53039,"Klickitat, WA",55144
53041,"Lewis, WA",56424
53043,"Lincoln, WA",50832
53045,"Mason, WA",50811
53047,"Okanogan, WA",50158
53049,"Pacific, WA",47155
53051,"Pend Oreille, WA",49595
53053,"Pierce, WA",61101
53055,"San Juan, WA",86637
53057,"Skagit, WA",63349
53059,"Skamania, WA",63206
53061,"Snohomish, WA",70120
53063,"Spokane, WA",55498
53065,"Stevens, WA",46790
53067,"Thurston, WA",61507
53069,"Wahkiakum, WA",50670
53071,"Walla Walla, WA",54894
53073,"Whatcom, WA",59187
53075,"Whitman, WA",47237
53077,"Yakima, WA",49840
54001,"Barbour, WV",41471
54003,"Berkeley, WV",51455
54005,"Boone, WV",41797
54007,"Braxton, WV",40538
54009,"Brooke, WV",50842
54011,"Cabell, WV",50998
54013,"Calhoun, WV",41526
54015,"Clay, WV",39200
54017,"Doddridge, WV",39297
54019,"Fayette, WV",45201
54021,"Gilmer, WV",36665
54023,"Grant, WV",47851
54025,"Greenbrier, WV",47325
54027,"Hampshire, WV",45010
54029,"Hancock, WV",51261
54031,"Hardy, WV",45433
54033,"Harrison, WV",59948
54035,"Jackson, WV",46252
54037,"Jefferson, WV",62828
54039,"Kanawha, WV",57834
54041,"Lewis, WV",44125
54043,"Lincoln, WV",36862
54045,"Logan, WV",44741
54047,"McDowell, WV",34672
54049,"Marion, WV",49953
54051,"Marshall, WV",50128
54053,"Mason, WV",41727
54055,"Mercer, WV",45424
54057,"Mineral, WV",47727
54059,"Mingo, WV",38389
54061,"Monongalia, WV",55543
54063,"Monroe, WV",40424
54065,"Morgan, WV",43908
54067,"Nicholas, WV",40961
54069,"Ohio, WV",64162
54071,"Pendleton, WV",55029
54073,"Pleasants, WV",50633
54075,"Pocahontas, WV",51445
54077,"Preston, WV",42312
54079,"Putnam, WV",54459
54081,"Raleigh, WV",49458
54083,"Randolph, WV",45933
54085,"Ritchie, WV",55047
54087,"Roane, WV",39503
54089,"Summers, WV",43652
54091,"Taylor, WV",49638
54093,"Tucker, WV",55319
54095,"Tyler, WV",61150
54097,"Upshur, WV",42159
54099,"Wayne, WV",42171
54101,"Webster, WV",32937
54103,"Wetzel, WV",46441
54105,"Wirt, WV",41225
54107,"Wood, WV",56142
54109,"Wyoming, WV",36415
55001,"Adams, WI",44578
55003,"Ashland, WI",47683
55005,"Barron, WI",58710
55007,"Bayfield, WI",52580
55009,"Brown, WI",61974
55011,"Buffalo, WI",56163
55013,"Burnett, WI",49149
55015,"Calumet, WI",59314
55017,"Chippewa, WI",54933
55019,"Clark, WI",50199
55021,"Columbia, WI",64047
55023,"Crawford, WI",49071
55025,"Dane, WI",73988
55027,"Dodge, WI",52959
55029,"Door, WI",72879
55031,"Douglas, WI",50385
55033,"Dunn, WI",49163
55035,"Eau Claire, WI",57975
55037,"Florence, WI",61401
55039,"Fond du Lac, WI",58165
55041,"Forest, WI",46260
55043,"Grant, WI",51665
55045,"Green, WI",63123
55047,"Green Lake, WI",51333
55049,"Iowa, WI",59046
55051,"Iron, WI",53498
55053,"Jackson, WI",50506
55055,"Jefferson, WI",55517
55057,"Juneau, WI",46768
55059,"Kenosha, WI",57601
55061,"Kewaunee, WI",57964
55063,"La Crosse, WI",59341
55065,"Lafayette, WI",52478
55067,"Langlade, WI",51290
55069,"Lincoln, WI",54209
55071,"Manitowoc, WI",54775
55073,"Marathon, WI",60203
55075,"Marinette, WI",51839
55077,"Marquette, WI",49234
55078,"Menominee, WI*",41554
55079,"Milwaukee, WI",57290
55081,"Monroe, WI",50674
55083,"Oconto, WI",53593
55085,"Oneida, WI",57717
55087,"Outagamie, WI",61535
55089,"Ozaukee, WI",98304
55091,"Pepin, WI",61608
55093,"Pierce, WI",58265
55095,"Polk, WI",54900
55097,"Portage, WI",54924
55099,"Price, WI",52148
55101,"Racine, WI",59434
55103,"Richland, WI",51720
55105,"Rock, WI",54101
55107,"Rusk, WI",53608
55109,"St. Croix, WI",67027
55111,"Sauk, WI",62973
55113,"Sawyer, WI",51768
55115,"Shawano, WI*",50959
55117,"Sheboygan, WI",60128
55119,"Taylor, WI",49793
55121,"Trempealeau, WI",51466
55123,"Vernon, WI",49916
55125,"Vilas, WI",61762
55127,"Walworth, WI",64022
55129,"Washburn, WI",55491
55131,"Washington, WI",69100
55133,"Waukesha, WI",86239
55135,"Waupaca, WI",53939
55137,"Waushara, WI",47352
55139,"Winnebago, WI",57288
55141,"Wood, WI",54357
56001,"Albany, WY",50653
56003,"Big Horn, WY",48435
56005,"Campbell, WY",59723
56007,"Carbon, WY",69244
56009,"Converse, WY",68247
56011,"Crook, WY",61597
56013,"Fremont, WY",53871
56015,"Goshen, WY",51140
56017,"Hot Springs, WY",79134
56019,"Johnson, WY",66457
56021,"Laramie, WY",61146
56023,"Lincoln, WY",68685
56025,"Natrona, WY",75500
56027,"Niobrara, WY",56841
56029,"Park, WY",73121
56031,"Platte, WY",56090
56033,"Sheridan, WY",70638
56035,"Sublette, WY",67689
56037,"Sweetwater, WY",60187
56039,"Teton, WY",440019
56041,"Uinta, WY",46500
56043,"Washakie, WY",55225
56045,"Weston, WY",51593
